"","iata","icao","name","lat","lon","zone"
"643","GRO","LEGE","Girona Airport",41.90100098,2.760550022,"Temperate"
"644","DLI","VVDL","Lien Khuong Airport",11.75,108.366997,"Tropical"
"645","YNJ","ZYYJ","Yanji Chaoyangchuan Airport",42.88280106,129.451004,"Temperate"
"646","PMC","SCTE","El Tepual Airport",-41.43889999,-73.09400177,"Temperate"
"647","KBR","WMKC","Sultan Ismail Petra Airport",6.16685009,102.2929993,"Tropical"
"648","BWN","WBSB","Brunei International Airport",4.944200039,114.9280014,"Tropical"
"649","CGP","VGEG","Shah Amanat International Airport",22.249599,91.813301,"Tropical"
"650","IXZ","VOPB","Vir Savarkar International Airport",11.64120007,92.72969818,"Tropical"
"651","LZO","ZULZ","Luzhou Yunlong Airport",29.030357,105.468407,"Temperate"
"652","ORN","DAOO","Oran International Airport Ahmed Ben Bella",35.623901,-0.621183,"Temperate"
"653","TSV","YBTL","Townsville Airport / RAAF Base Townsville",-19.252904,146.766512,"Tropical"
"654","HMO","MMHO","General Ignacio P. Garcia International Airport",29.09589958,-111.0479965,"Temperate"
"655","STV","VASU","Surat Airport",21.1140995,72.7417984,"Tropical"
"656","PDL","LPPD","João Paulo II Airport",37.74119949,-25.69790077,"Temperate"
"657","BPS","SBPS","Porto Seguro Airport",-16.438601,-39.080898,"Tropical"
"658","TWU","WBKW","Tawau Airport",4.320159912,118.1279984,"Tropical"
"659","BOO","ENBO","Bodø Airport",67.26920319,14.36530018,"Frigid"
"660","XNA","KXNA","Northwest Arkansas Regional Airport",36.281898,-94.306801,"Temperate"
"661","SOU","EGHI","Southampton Airport",50.95029831,-1.35679996,"Temperate"
"662","KIN","MKJP","Norman Manley International Airport",17.93569946,-76.78749847,"Tropical"
"663","AKU","ZWAK","Aksu Onsu Airport",41.262501,80.291702,"Temperate"
"664","PLZ","FAPE","Port Elizabeth International Airport",-33.984901,25.6173,"Temperate"
"665","UBP","VTUU","Ubon Ratchathani Airport",15.25129986,104.8700027,"Tropical"
"666","AZA","KIWA","Phoenix-Mesa-Gateway Airport",33.3078,-111.654999,"Temperate"
"667","PKX","ZBAD","Beijing Daxing International Airport",39.509945,116.41092,"Temperate"
"668","MHT","KMHT","Manchester-Boston Regional Airport",42.932598,-71.435699,"Temperate"
"669","IXJ","VIJU","Jammu Airport",32.688849,74.838152,"Temperate"
"670","FMM","EDJA","Memmingen Allgau Airport",47.98880005,10.23950005,"Temperate"
"671","EBB","HUEN","Entebbe International Airport",0.042386,32.443501,"Tropical"
"672","LJU","LJLJ","Ljubljana Jože Pučnik Airport",46.223701,14.4576,"Temperate"
"673","ICT","KICT","Wichita Eisenhower National Airport",37.649899,-97.433098,"Temperate"
"674","DAY","KDAY","James M Cox Dayton International Airport",39.90240097,-84.2193985,"Temperate"
"675","LWO","UKLL","Lviv International Airport",49.8125,23.95610046,"Temperate"
"676","TUU","OETB","Tabuk Airport",28.3654,36.6189,"Temperate"
"677","CIF","ZBCF","Chifeng Airport",42.23500061,118.9079971,"Temperate"
"678","HPN","KHPN","Westchester County Airport",41.06700134,-73.70760345,"Temperate"
"679","BCD","RPVB","Bacolod-Silay Airport",10.7764,123.014999,"Tropical"
"680","RTM","EHRD","Rotterdam The Hague Airport",51.956902,4.43722,"Temperate"
"681","TRZ","VOTR","Tiruchirappalli International Airport",10.7654,78.709702,"Tropical"
"682","DIY","LTCC","Diyarbakir Airport",37.89390183,40.20100021,"Temperate"
"683","COS","KCOS","City of Colorado Springs Municipal Airport",38.805801,-104.700996,"Temperate"
"684","CUU","MMCU","General Roberto Fierro Villalobos International Airport",28.70289993,-105.9649963,"Temperate"
"685","JER","EGJJ","Jersey Airport",49.207901,-2.195509911,"Temperate"
"686","MMY","ROMY","Miyako Airport",24.78280067,125.2949982,"Temperate"
"687","KOW","ZSGZ","Ganzhou Airport",25.853333,114.778889,"Temperate"
"688","KCZ","RJOK","Kochi Ryoma Airport",33.546101,133.669006,"Temperate"
"689","KMQ","RJNK","Komatsu Airport / JASDF Komatsu Air Base",36.3946,136.406998,"Temperate"
"690","STI","MDST","Cibao International Airport",19.40609932,-70.60469818,"Tropical"
"691","SGC","USRR","Surgut Airport",61.34370041,73.40180206,"Temperate"
"692","CCP","SCIE","Carriel Sur Airport",-36.772701,-73.063103,"Temperate"
"693","HTN","ZWTN","Hotan Airport",37.03850174,79.86489868,"Temperate"
"694","SLZ","SBSL","Marechal Cunha Machado International Airport",-2.58536005,-44.23410034,"Tropical"
"695","OIT","RJFO","Oita Airport",33.47940063,131.7369995,"Temperate"
"696","CWL","EGFF","Cardiff International Airport",51.39670181,-3.343329906,"Temperate"
"697","VPS","KVPS","Destin-Fort Walton Beach Airport",30.4832,-86.525398,"Temperate"
"698","DJB","WIJJ","Sultan Thaha Airport",-1.63802,103.643997,"Tropical"
"699","PLW","WAML","Mutiara Airport",-0.918542027,119.9100037,"Tropical"
"700","IXM","VOMD","Madurai Airport",9.83450985,78.09339905,"Tropical"
"701","SZG","LOWS","Salzburg Airport",47.79330063,13.00430012,"Temperate"
"702","XFN","ZHXF","Xiangyang Liuji Airport",32.1506,112.291,"Temperate"
"703","TSR","LRTR","Timişoara Traian Vuia Airport",45.80989838,21.33790016,"Temperate"
"704","YXE","CYXE","Saskatoon John G. Diefenbaker International Airport",52.17079926,-106.6999969,"Temperate"
"705","LYG","ZSLG","Lianyungang Airport",34.571667,118.873611,"Temperate"
"706","PGD","KPGD","Charlotte County Airport",26.92020035,-81.9905014,"Temperate"
"707","AVL","KAVL","Asheville Regional Airport",35.436199,-82.541801,"Temperate"
"708","CJS","MMCS","Abraham González International Airport",31.63610077,-106.4290009,"Temperate"
"709","YIN","ZWYN","Yining Airport",43.955799,81.330299,"Temperate"
"710","TRK","WAQQ","Juwata Airport",3.326667,117.569444,"Tropical"
"711","LZH","ZGZH","Liuzhou Bailian Airport",24.2075,109.390999,"Temperate"
"712","SNN","EINN","Shannon Airport",52.702,-8.92482,"Temperate"
"713","FEZ","GMFF","Saïss Airport",33.9272995,-4.97796011,"Temperate"
"714","IQQ","SCDA","Diego Aracena Airport",-20.53520012,-70.1812973,"Tropical"
"715","BZN","KBZN","Gallatin Field",45.77750015,-111.1529999,"Temperate"
"716","OKJ","RJOB","Okayama Momotaro Airport",34.756901,133.854996,"Temperate"
"717","ELQ","OEGS","Gassim Airport",26.30279922,43.7743988,"Temperate"
"718","UTP","VTBU","U-Tapao International Airport",12.67990017,101.0049973,"Tropical"
"719","ISP","KISP","Long Island Mac Arthur Airport",40.79520035,-73.10019684,"Temperate"
"720","CGR","SBCG","Campo Grande Airport",-20.46870041,-54.67250061,"Tropical"
"721","BRC","SAZS","San Carlos De Bariloche Airport",-41.151199,-71.157501,"Temperate"
"722","GOA","LIMJ","Genoa Cristoforo Colombo Airport",44.4133,8.8375,"Temperate"
"723","CNN","VOKN","Kannur International Airport",11.918614,75.547211,"Tropical"
"724","JMK","LGMK","Mikonos Airport",37.43510056,25.34810066,"Temperate"
"725","ODS","UKOO","Odessa International Airport",46.42679977,30.67650032,"Temperate"
"726","YYT","CYYT","St. John's International Airport",47.61859894,-52.75189972,"Temperate"
"727","AJA","LFKJ","Ajaccio-Napoléon Bonaparte Airport",41.92359924,8.802920341,"Temperate"
"728","DJE","DTTJ","Djerba Zarzis International Airport",33.875,10.7755003,"Temperate"
"729","DRS","EDDC","Dresden Airport",51.13280106,13.76720047,"Temperate"
"730","CEK","USCC","Chelyabinsk Balandino Airport",55.305801,61.5033,"Temperate"
"731","MDT","KMDT","Harrisburg International Airport",40.19350052,-76.76339722,"Temperate"
"732","AAQ","URKA","Anapa Vityazevo Airport",45.0021019,37.34730148,"Temperate"
"733","PEE","USPP","Perm International Airport",57.914501,56.021198,"Temperate"
"734","SPC","GCLA","La Palma Airport",28.626499,-17.7556,"Temperate"
"735","VER","MMVR","General Heriberto Jara International Airport",19.14590073,-96.18730164,"Tropical"
"736","TGZ","MMTG","Angel Albino Corzo International Airport",16.56360054,-93.02249908,"Tropical"
"737","DWC","OMDW","Al Maktoum International Airport",24.896356,55.161389,"Temperate"
"738","VAR","LBWN","Varna Airport",43.232101,27.8251,"Temperate"
"739","AAL","EKYT","Aalborg Airport",57.09275891,9.849243164,"Temperate"
"740","ASU","SGAS","Silvio Pettirossi International Airport",-25.23999977,-57.52000046,"Temperate"
"741","HHN","EDFH","Frankfurt-Hahn Airport",49.9487,7.26389,"Temperate"
"742","BIA","LFKB","Bastia-Poretta Airport",42.55270004,9.483730316,"Temperate"
"743","UDR","VAUD","Maharana Pratap Airport",24.61770058,73.89610291,"Temperate"
"744","AXT","RJSK","Akita Airport",39.61560059,140.2189941,"Temperate"
"745","TCZ","ZUTC","Tengchong Tuofeng Airport",24.93805556,98.48583333,"Temperate"
"746","SXB","LFST","Strasbourg Airport",48.53829956,7.628230095,"Temperate"
"747","SXM","TNCM","Princess Juliana International Airport",18.04100037,-63.10889816,"Tropical"
"748","SZF","LTFH","Samsun Çarşamba Airport",41.254501,36.567101,"Temperate"
"749","LST","YMLT","Launceston Airport",-41.54529953,147.2140045,"Temperate"
"750","KGL","HRYR","Kigali International Airport",-1.96863,30.1395,"Tropical"
"751","HKD","RJCH","Hakodate Airport",41.77000046,140.8220062,"Temperate"
"752","UIH","VVPC","Phu Cat Airport",13.955,109.042,"Tropical"
"753","DED","VIDN","Dehradun Airport",30.189699,78.180298,"Temperate"
"754","HSN","ZSZS","Zhoushan Airport",29.93420029,122.3619995,"Temperate"
"755","HSV","KHSV","Huntsville International Carl T Jones Field",34.6371994,-86.77510071,"Temperate"
"756","ZIA","UUBW","Zhukovsky International Airport",55.553299,38.150002,"Temperate"
"757","LEX","KLEX","Blue Grass Airport",38.03649902,-84.60590363,"Temperate"
"758","DYU","UTDD","Dushanbe Airport",38.54330063,68.82499695,"Temperate"
"759","AMQ","WAPP","Pattimura Airport, Ambon",-3.710259914,128.0890045,"Tropical"
"760","VCA","VVCT","Can Tho International Airport",10.08510017,105.711998,"Tropical"
"761","IXA","VEAT","Agartala Airport",23.88699913,91.24040222,"Temperate"
"762","ZTH","LGZA","Zakynthos International Airport ""Dionysios Solomos""",37.7509,20.8843,"Temperate"
"763","MCX","URML","Uytash Airport",42.81679916,47.65230179,"Temperate"
"764","LYA","ZHLY","Luoyang Airport",34.74110031,112.3880005,"Temperate"
"765","TNG","GMTT","Tangier Ibn Battouta Airport",35.726898,-5.91689,"Temperate"
"766","CUR","TNCC","Hato International Airport",12.1889,-68.959801,"Tropical"
"767","OVD","LEAS","Asturias Airport",43.56359863,-6.034619808,"Temperate"
"768","DSA","EGCN","Robin Hood Doncaster Sheffield Airport",53.48053781,-1.010656357,"Temperate"
"769","TAG","RPSP","Bohol-Panglao International Airport",9.566667,123.775,"Tropical"
"770","BTV","KBTV","Burlington International Airport",44.47190094,-73.15329742,"Temperate"
"771","IGR","SARI","Cataratas Del Iguazú International Airport",-25.737301,-54.4734,"Temperate"
"772","OSS","UCFO","Osh Airport",40.60900116,72.79329681,"Temperate"
"773","GCM","MWCR","Owen Roberts International Airport",19.2928009,-81.35769653,"Tropical"
"774","BHO","VABP","Raja Bhoj International Airport",23.28750038,77.33740234,"Tropical"
"775","PEW","OPPS","Peshawar International Airport",33.9939003,71.51460266,"Temperate"
"776","VAN","LTCI","Van Ferit Melen Airport",38.46820068,43.33229828,"Temperate"
"777","AHO","LIEA","Alghero-Fertilia Airport",40.632099,8.29077,"Temperate"
"778","MAF","KMAF","Midland International Airport",31.94249916,-102.2020035,"Temperate"
"779","SLL","OOSA","Salalah Airport",17.0387001,54.09130096,"Tropical"
"780","JPA","SBJP","Presidente Castro Pinto International Airport",-7.145833015,-34.94861221,"Tropical"
"781","TKS","RJOS","Tokushima Awaodori Airport / JMSDF Tokushima Air Base",34.132801,134.606995,"Temperate"
"782","NTL","YWLM","Newcastle Airport",-32.79499817,151.8339996,"Temperate"
"783","MBA","HKMO","Moi International Airport",-4.03483,39.5942,"Tropical"
"784","CID","KCID","The Eastern Iowa Airport",41.884701,-91.7108,"Temperate"
"785","LCG","LECO","A Coruña Airport",43.302101,-8.37726,"Temperate"
"786","WMT","ZUMT","Zunyi Maotai Airport",27.81638,106.33268,"Temperate"
"787","FKB","EDSB","Karlsruhe Baden-Baden Airport",48.77939987,8.080499649,"Temperate"
"788","TAC","RPVA","Daniel Z. Romualdez Airport",11.228035,125.027761,"Tropical"
"789","PAP","MTPP","Toussaint Louverture International Airport",18.57999992,-72.29250336,"Tropical"
"790","IMF","VEIM","Imphal Airport",24.76000023,93.896698,"Temperate"
"791","STT","TIST","Cyril E. King Airport",18.33729935,-64.9733963,"Tropical"
"792","HAS","OEHL","Ha'il Airport",27.437901,41.686298,"Temperate"
"793","CAE","KCAE","Columbia Metropolitan Airport",33.93880081,-81.11949921,"Temperate"
"794","PUQ","SCCI","Pdte. Carlos Ibañez del Campo Airport",-53.002602,-70.854599,"Temperate"
"795","MCY","YBSU","Sunshine Coast Airport",-26.6033,153.091003,"Temperate"
"796","SEZ","FSIA","Seychelles International Airport",-4.67434,55.521801,"Tropical"
"797","VRA","MUVR","Juan Gualberto Gomez International Airport",23.03440094,-81.43530273,"Tropical"
"798","MIR","DTMB","Monastir Habib Bourguiba International Airport",35.7580986,10.75469971,"Temperate"
"799","NST","VTSF","Nakhon Si Thammarat Airport",8.539620399,99.94470215,"Tropical"
"800","SLA","SASA","Martin Miguel De Guemes International Airport",-24.8560009,-65.48619843,"Temperate"
"801","WDS","ZHSY","Shiyan Wudangshan Airport",32.591667,110.907778,"Temperate"
"802","SID","GVAC","Amílcar Cabral International Airport",16.7414,-22.9494,"Tropical"
"803","ENH","ZHES","Enshi Airport",30.32029915,109.4850006,"Temperate"
"804","VGA","VOBZ","Vijayawada Airport",16.530399,80.796799,"Tropical"
"805","AVV","YMAV","Avalon Airport",-38.039398,144.468994,"Temperate"
"806","ZNZ","HTZA","Abeid Amani Karume International Airport",-6.22202,39.224899,"Tropical"
"807","GRX","LEGR","Federico Garcia Lorca Airport",37.18870163,-3.777359962,"Temperate"
"808","PLS","MBPV","Providenciales Airport",21.77359962,-72.26589966,"Tropical"
"809","HYN","ZSLQ","Huangyan Luqiao Airport",28.56220055,121.4290009,"Temperate"
"810","NRN","EDLV","Weeze Airport",51.60240173,6.142169952,"Temperate"
"811","TGD","LYPG","Podgorica Airport / Podgorica Golubovci Airbase",42.359402,19.2519,"Temperate"
"812","ULN","ZMUB","Buyant-Ukhaa International Airport",47.843102,106.766998,"Temperate"
"813","PPT","NTAA","Faa'a International Airport",-17.553699,-149.606995,"Tropical"
"814","IAS","LRIA","Iaşi Airport",47.17850113,27.62059975,"Temperate"
"815","AWZ","OIAW","Lieutenant General Qasem Soleimani International Airport",31.3374,48.762001,"Temperate"
"816","ECP","KECP","Northwest Florida Beaches International Airport",30.357106,-85.795414,"Temperate"
"817","MPM","FQMA","Maputo Airport",-25.920799,32.572601,"Temperate"
"818","BDQ","VABO","Vadodara Airport",22.336201,73.226303,"Tropical"
"819","BTU","WBGB","Bintulu Airport",3.123850107,113.0199966,"Tropical"
"820","YQR","CYQR","Regina International Airport",50.43190002,-104.6660004,"Temperate"
"821","LSC","SCSE","La Florida Airport",-29.916201,-71.199501,"Temperate"
"822","VSA","MMVA","Carlos Rovirosa Pérez International Airport",17.99699974,-92.81739807,"Tropical"
"823","HTY","LTDA","Hatay Airport",36.362778,36.282223,"Temperate"
"824","MGA","MNMG","Augusto C. Sandino (Managua) International Airport",12.14150047,-86.16819763,"Tropical"
"825","AOJ","RJSA","Aomori Airport",40.73469925,140.6909943,"Temperate"
"826","BSD","ZPBS","Baoshan Yunduan Airport",25.053301,99.168297,"Temperate"
"827","ACX","ZUYI","Xingyi Airport",25.08638889,104.9594444,"Temperate"
"828","KDI","WAWW","Wolter Monginsidi Airport",-4.081610203,122.4179993,"Tropical"
"829","BES","LFRB","Brest Bretagne Airport",48.44789886,-4.418540001,"Temperate"
"830","EUG","KEUG","Mahlon Sweet Field",44.12459946,-123.211998,"Temperate"
"831","OMS","UNOO","Omsk Central Airport",54.96699905,73.3105011,"Temperate"
"832","ITO","PHTO","Hilo International Airport",19.72139931,-155.0480042,"Tropical"
"833","UUS","UHSS","Yuzhno-Sakhalinsk Airport",46.88869858,142.7180023,"Temperate"
"834","LIR","MRLB","Daniel Oduber Quiros International Airport",10.5933,-85.544403,"Tropical"
"835","VOG","URWW","Volgograd International Airport",48.78250122,44.34550095,"Temperate"
"836","SGF","KSGF","Springfield Branson National Airport",37.24570084,-93.38860321,"Temperate"
"837","MXL","MMML","General Rodolfo Sánchez Taboada International Airport",32.6306,-115.241997,"Temperate"
"838","DAT","ZBDT","Datong Airport",40.060299,113.482002,"Temperate"
"839","SDR","LEXJ","Santander Airport",43.42710114,-3.820009947,"Temperate"
"840","FAI","PAFA","Fairbanks International Airport",64.81510162,-147.8560028,"Temperate"
"841","UDI","SBUL","Ten. Cel. Aviador César Bombonato Airport",-18.883612,-48.225277,"Tropical"
"842","KUN","EYKA","Kaunas International Airport",54.96390152,24.08480072,"Temperate"
"843","HRE","FVRG","Robert Gabriel Mugabe International Airport",-17.931801,31.0928,"Tropical"
"844","ZAM","RPMZ","Zamboanga International Airport",6.922420025,122.0599976,"Tropical"
"845","MUX","OPMT","Multan International Airport",30.20319939,71.4190979,"Temperate"
"846","THE","SBTE","Senador Petrônio Portela Airport",-5.059939861,-42.82350159,"Tropical"
"847","FSD","KFSD","Sioux Falls Regional Airport / Joe Foss Field",43.585463,-96.741152,"Temperate"
"848","OAX","MMOX","Xoxocotlán International Airport",16.99990082,-96.72660065,"Tropical"
"849","YKS","UEEE","Yakutsk Airport",62.09329987,129.7709961,"Temperate"
"850","IQT","SPQT","Coronel FAP Francisco Secada Vignetta International Airport",-3.784739971,-73.30879974,"Tropical"
"851","QRO","MMQT","Querétaro Intercontinental Airport",20.6173,-100.185997,"Tropical"
"852","SJJ","LQSA","Sarajevo International Airport",43.82460022,18.3314991,"Temperate"
"853","XIC","ZUXC","Xichang Qingshan Airport",27.9890995,102.1839981,"Temperate"
"854","EOH","SKMD","Enrique Olaya Herrera Airport",6.220549,-75.590582,"Tropical"
"855","TIF","OETF","Ta’if Regional Airport",21.483001,40.543442,"Tropical"
"856","AES","ENAL","Ålesund Airport",62.5625,6.119699955,"Temperate"
"857","JAN","KJAN","Jackson-Medgar Wiley Evers International Airport",32.31119919,-90.07589722,"Temperate"
"858","NQN","SAZN","Presidente Peron Airport",-38.949001,-68.155701,"Temperate"
"859","AJU","SBAR","Santa Maria Airport",-10.984,-37.070301,"Tropical"
"860","XRY","LEJR","Jerez Airport",36.744598,-6.06011,"Temperate"
"861","BIQ","LFBZ","Biarritz-Anglet-Bayonne Airport",43.4683333,-1.5311111,"Temperate"
"862","SDK","WBKS","Sandakan Airport",5.900899887,118.0589981,"Tropical"
"863","KIJ","RJSN","Niigata Airport",37.95589828,139.1210022,"Temperate"
"864","TNR","FMMI","Ivato Airport",-18.7969,47.478802,"Tropical"
"865","LLA","ESPA","Luleå Airport",65.54380035,22.12199974,"Temperate"
"866","CHA","KCHA","Chattanooga Metropolitan Airport (Lovell Field)",35.035301,-85.203796,"Temperate"
"867","SAP","MHLM","Ramón Villeda Morales International Airport",15.4526,-87.923599,"Tropical"
"868","TAB","TTCP","Tobago-Crown Point Airport",11.14970016,-60.8321991,"Tropical"
"869","KRY","ZWKM","Karamay Airport",45.46655,84.9527,"Temperate"
"870","OUL","EFOU","Oulu Airport",64.930099,25.354601,"Temperate"
"871","DUD","NZDN","Dunedin Airport",-45.92810059,170.197998,"Temperate"
"872","RBA","GMME","Rabat-Salé Airport",34.051498,-6.75152,"Temperate"
"873","MLG","WARA","Abdul Rachman Saleh Airport",-7.92656,112.714996,"Tropical"
"874","RMU","LEMI","Región de Murcia International Airport",37.803,-1.125,"Temperate"
"875","ILM","KILM","Wilmington International Airport",34.27059937,-77.90260315,"Temperate"
"876","KKJ","RJFR","Kitakyushu Airport",33.845901,131.035004,"Temperate"
"877","NSN","NZNS","Nelson Airport",-41.2983017,173.220993,"Temperate"
"878","BTJ","WITT","Sultan Iskandar Muda International Airport",5.522872024,95.42063713,"Tropical"
"879","NNY","ZHNY","Nanyang Jiangying Airport",32.980801,112.614998,"Temperate"
"880","KRS","ENCN","Kristiansand Airport",58.204201,8.08537,"Temperate"
"881","WXN","ZUWX","Wanxian Airport",30.8017,108.433,"Temperate"
"882","MDG","ZYMD","Mudanjiang Hailang International Airport",44.52410126,129.5690002,"Temperate"
"883","PIU","SPUR","Capitán FAP Guillermo Concha Iberico International Airport",-5.205749989,-80.61640167,"Tropical"
"884","CUC","SKCC","Camilo Daza International Airport",7.92757,-72.5115,"Tropical"
"885","MFR","KMFR","Rogue Valley International Medford Airport",42.37419891,-122.8730011,"Temperate"
"886","ACY","KACY","Atlantic City International Airport",39.45759964,-74.57720184,"Temperate"
"887","TBZ","OITT","Tabriz International Airport",38.13389969,46.23500061,"Temperate"
"888","TIV","LYTV","Tivat Airport",42.40470123,18.72330093,"Temperate"
"889","OGU","LTCB","Ordu Giresun Airport",40.966872,38.085995,"Temperate"
"890","LBB","KLBB","Lubbock Preston Smith International Airport",33.663601,-101.822998,"Temperate"
"891","MZT","MMMZ","General Rafael Buelna International Airport",23.1614,-106.265999,"Tropical"
"892","ASJ","RJKA","Amami Airport",28.43059921,129.7129974,"Temperate"
"893","SPN","PGSN","Saipan International Airport",15.119,145.729004,"Tropical"
"894","DLA","FKKD","Douala International Airport",4.006080151,9.719479561,"Tropical"
"895","ANU","TAPA","V.C. Bird International Airport",17.1367,-61.792702,"Tropical"
"896","VGO","LEVX","Vigo Airport",42.23180008,-8.62677002,"Temperate"
"897","GES","RPMR","General Santos International Airport",6.058000088,125.0960007,"Tropical"
"898","MTR","SKMR","Los Garzones Airport",8.82374,-75.8258,"Tropical"
"899","ZCO","SCQP","La Araucanía Airport",-38.9259,-72.6515,"Temperate"
"900","TGG","WMKN","Sultan Mahmud Airport",5.382639885,103.1029968,"Tropical"
"901","NKM","RJNA","Nagoya Airport / JASDF Komaki Air Base",35.255759,136.924095,"Temperate"
"902","RMF","HEMA","Marsa Alam International Airport",25.5571003,34.58369827,"Temperate"
"903","FIH","FZAA","Ndjili International Airport",-4.38575,15.4446,"Tropical"
"904","TJQ","WIKT","H.A.S. Hanandjoeddin International Airport",-2.74572,107.754997,"Tropical"
"905","CGD","ZGCD","Changde Airport",28.91889954,111.6399994,"Temperate"
"906","REU","LERS","Reus Air Base",41.1473999,1.167170048,"Temperate"
"907","TGO","ZBTL","Tongliao Airport",43.556702,122.199997,"Temperate"
